"firm","lookup_firm","lookup_firm_web","firm_length","name_clnd","name_length","manual_fix","hit_url","hit_url_length","rank","matches","public","acquired_merged","Votes","Group","nano","green","synbio","count_all_ind","max_emps","size_state","sme","first_year","num_patents_all","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3"
"ENERGY ENGINEERING SYSTEMS","ENERGY ENGINEERING SYSTEMS","ENERGY ENGINEERING SYSTEMS",26,"Energy Engineer Salary | PayScale",33,1,"",63,2,1,0,0,0,425,0,1,0,1,2,"FirmSize.MICRO_FIRM",1,2012,2,1,1,1,2,2
"ENERGY INDEPENDENCE OF AMERICA CORP.","ENERGY INDEPENDENCE OF AMERICA CORP","ENERGY INDEPENDENCE OF AMERICA CORP",35,"BBB Business Profile | Energy Independence of America Corp.",59,1,"",145,1,5,0,0,0,426,0,1,0,1,30,"FirmSize.SMALL_FIRM",1,2016,1,1,1,1,3,3
"Energysolutions","Energysolutions","Energysolutions",15,"EnergySolutions - Official Site",31,NA,"energysolutions.com/",31,1,1,0,0,5,454,1,0,0,1,2500,"FirmSize.LARGE_FIRM",0,2010,11,2,1,1,3.54545454545455,1
"Enginuity Worldwide","Enginuity Worldwide","Enginuity Worldwide",19,"Home [enginuityww.webstarts.com]",32,NA,"enginuityww.webstarts.com/",33,1,1,0,0,5,455,0,1,0,1,4,"FirmSize.MICRO_FIRM",1,2014,5,1,1,1,1.6,3
"Englewood Lab","Englewood Lab","Englewood Lab",13,"Englewood LAB | Innovation and Manufacturing",44,NA,"englewoodlab.com/",24,1,2,0,0,5,456,1,0,0,1,100,"FirmSize.EU_MEDIUM_FIRM",1,2016,2,2,1,1,2,2
"ENI S.p.A.","ENI SpA","ENI SpA",7,"Eni: energy company | Eni",25,NA,"eni.com/en_IT/home.page",35,1,1,0,0,4,427,1,1,0,2,18785,"FirmSize.LARGE_FIRM",0,2000,233,6,1.69957081545064,1.6,3.51931330472103,5.2
"ENI Technology","ENI Technology","ENI Technology",14,"Technology Research and Innovation | Eni",40,NA,"eni.com/en_IT/innovation.page",41,1,2,0,0,3,428,1,1,0,2,18785,"FirmSize.LARGE_FIRM",0,1998,52,4,1,1,2.23076923076923,4
"eNow","eNow","eNow",4,"Home Page | eNow",16,NA,"enowenergy.com/",23,2,1,0,0,4,1480,0,1,0,1,12,"FirmSize.SMALL_FIRM",1,1991,3,1,1,1,4.33333333333333,5
"Ensyn Renewables","Ensyn Renewables","Ensyn Renewables",16,"Ensyn - Official Site",21,NA,"ensyn.com/",21,1,1,1,0,5,457,0,1,0,1,33,"FirmSize.SMALL_FIRM",1,2005,25,3,1.04,1,2.4,3.66666666666667
"Entech Solar","Entech Solar","Entech Solar",12,"EnTech | Solar Solutions",24,NA,"entechsolutions.us/",26,2,2,0,0,2,458,0,1,0,1,18,"FirmSize.SMALL_FIRM",1,2015,4,1,1,1,2.25,1
"Entegris","Entegris","Entegris",8,"Entegris - Official Site",24,NA,"entegris.com/",25,1,1,0,0,5,459,1,0,0,1,3500,"FirmSize.LARGE_FIRM",0,2001,380,3,1.01052631578947,1,3.15263157894737,2.33333333333333
"Envision Solar International","Envision Solar","Envision Solar",14,"Envision Solar",14,NA,"envisionsolar.com/",29,1,2,0,0,5,460,0,1,0,1,28,"FirmSize.SMALL_FIRM",1,2010,3,1,1,1,2.33333333333333,3
"Envisionit LLC","Envisionit","Envisionit",10,"Envision IT - Official Site",27,NA,"envisionit.com/",27,1,0,0,0,5,461,1,0,0,1,58,"FirmSize.EU_MEDIUM_FIRM",1,2010,18,1,1,1,2.77777777777778,2
"EPCOS AG","EPCOS AG","EPCOS AG",8,"Home - TDK Electronics - TDK Europe",35,NA,"en.tdk-electronics.tdk.com/",35,1,0,0,0,5,429,1,0,0,1,23610,"FirmSize.LARGE_FIRM",0,2000,611,1,1.01800327332242,1,2.69721767594108,6
"Epizyme","Epizyme","Epizyme",7,"Epizyme - Personalized Therapeutics & The Power of Epigenetics",62,NA,"epizyme.com/",23,1,1,0,0,5,462,0,0,1,1,149,"FirmSize.EU_MEDIUM_FIRM",1,2013,62,1,1.03225806451613,2,4.62903225806452,7
"ESCAPE THERAPEUTICS","ESCAPE THERAPEUTICS","ESCAPE THERAPEUTICS",19,"Escape Therapeutics",19,NA,"escapetherapeutics.com/",30,1,2,0,0,5,430,0,0,1,1,15,"FirmSize.SMALL_FIRM",1,2014,10,2,1,1,1.3,1.5
"eSionic Corp.","eSionic Corp","eSionic Corp",12,"Home - EpiSonica",16,1,"",25,9,0,1,2,1,1481,1,0,0,1,2,"FirmSize.MICRO_FIRM",1,2015,3,1,1,1,2,1
"Esolar","Esolar","Esolar",6,"Esolar",6,NA,"esolar.solar/",20,1,1,0,0,4,463,0,1,0,1,59100,"FirmSize.LARGE_FIRM",0,2011,15,1,1,1,3.66666666666667,5
"Ethicon Endo-Surgery","Ethicon Endo-Surgery","Ethicon Endo-Surgery",20,"Ethicon Inc. - Official Site",28,NA,"ethicon.com/",24,1,1,1,0,5,464,0,0,1,1,5386,"FirmSize.LARGE_FIRM",0,1994,2105,2,1.00807600950119,1,3.8921102661597,8.5
"Ethox Chemicals","Ethox Chemicals","Ethox Chemicals",15,"Ethox Chemicals- The American Chemical Company",46,NA,"blog.ethox.com/",22,1,2,0,0,5,465,1,0,0,1,73,"FirmSize.EU_MEDIUM_FIRM",1,2000,30,1,1,1,2.03333333333333,3
"Evernote Corporation","Evernote","Evernote",8,"Evernote - Official Site",24,NA,"evernote.com/",21,1,1,0,0,5,466,1,0,0,1,488,"FirmSize.US_MEDIUM_FIRM",1,1989,46,1,1.06521739130435,2,3.04347826086957,1
"Everspin Technologies","Everspin Technologies","Everspin Technologies",21,"Everspin Technologies - Official Site",37,NA,"everspin.com/",24,1,2,1,0,5,467,1,1,0,2,121,"FirmSize.EU_MEDIUM_FIRM",1,2008,188,5,1.00531914893617,1.25,3.22872340425532,4.75
"Evoqua Water Technologies LLC","Evoqua Water Technologies","Evoqua Water Technologies",25,"Evoqua Water Technologies",25,NA,"evoqua.com/",22,1,3,0,0,5,468,1,0,0,1,2759,"FirmSize.LARGE_FIRM",0,2014,94,1,1,1,2.74468085106383,3
"Evri","Evri","Evri",4,"Home | Everi",12,NA,"everi.com/",22,2,0,0,0,3,469,0,1,0,1,1000,"FirmSize.LARGE_FIRM",0,2004,16,1,1.1875,1,4.875,1
"Exatec LLC","Exatec","Exatec",6,"EXATEC | Bolsa de trabajo",25,1,"",70,1,1,0,0,0,470,1,0,0,1,24,"FirmSize.SMALL_FIRM",1,2001,48,1,1.04166666666667,2,2.77083333333333,2
"Excelsior Nanotech Corporation","Excelsior Nanotech","Excelsior Nanotech",18,"Bachelors Degrees | Electrical Engineering Technology ...",57,1,"",110,1,0,0,0,0,471,1,0,0,1,2,"FirmSize.MICRO_FIRM",1,2016,1,1,1,1,2,2
"EXOS LLC","EXOS","EXOS",4,"EXOS - Official Site",20,NA,"teamexos.com/",25,1,1,0,0,5,431,1,0,0,1,2776,"FirmSize.LARGE_FIRM",0,2015,4,1,1,1,1.25,1
"Express Imaging Systems","Express Imaging Systems","Express Imaging Systems",23,"Express Imaging Services - Medical Record Retrieval",51,NA,"eiscallcenter.com/",30,1,2,0,0,5,472,0,1,0,1,100,"FirmSize.EU_MEDIUM_FIRM",1,2012,41,2,1,1,1.51219512195122,1
"Extech/Exterior Technologies","Extech/Exterior Technologies","Extech/Exterior Technologies",28,"Extech / Exterior Technologies Inc. - Official Site",51,NA,"extechinc.com/",22,1,3,0,0,5,473,0,1,0,1,29,"FirmSize.SMALL_FIRM",1,1996,19,1,1,1,2.15789473684211,2
"ExxonMobil Chemical Patents Inc.","ExxonMobil Chemical Patents","ExxonMobil Chemical Patents",27,"ExxonMobil Chemical",19,NA,"exxonmobilchemical.com/en",37,1,2,0,0,5,474,1,0,0,1,0,"FirmSize.UNDEFINED",1,2001,2306,7,1.02775368603643,1,3.83868169991327,3.57142857142857
"ExxonMobil Research and Engineering Company","ExxonMobil Research and Engineering Company","ExxonMobil Research and Engineering Company",43,"Research and development | ExxonMobil",37,1,"corporate.exxonmobil.com/en/energy/research-and-development",67,1,3,0,0,0,475,1,1,1,3,62362,"FirmSize.LARGE_FIRM",0,2000,1342,10,1.02011922503726,1.11111111111111,4.01713859910581,4.22222222222222
"ExxonMobil Upstream Research Company","ExxonMobil Upstream Research Company","ExxonMobil Upstream Research Company",36,"ExxonMobil",10,NA,"corporate.exxonmobil.com/",33,1,1,1,0,3,476,1,0,0,1,62362,"FirmSize.LARGE_FIRM",0,2000,800,1,1.02875,1,3.305,4
"Facebook","Facebook","Facebook",8,"Facebook Inc. - The New York Times",34,1,"",50,5,1,0,0,0,486,1,0,0,1,0,"FirmSize.UNDEFINED",1,2010,1721,1,1,1,2.94828588030215,1
"Fairchild Semiconductor Corporation","Fairchild Semiconductor","Fairchild Semiconductor",23,"ON Semiconductor - Official Site",32,NA,"onsemi.com/",22,1,1,0,0,5,487,0,1,0,1,7690,"FirmSize.LARGE_FIRM",0,1986,1208,1,1.00082781456954,1,2.24337748344371,1
"FastCAP Systems Corporation","FastCAP Systems","FastCAP Systems",15,"Nanoramic Laboratories",22,NA,"nanoramic.com/",26,1,0,0,0,5,488,1,0,0,1,20,"FirmSize.SMALL_FIRM",1,2014,10,1,1,1,4.1,5
"Faurecia Interior Systems","Faurecia Interior Systems","Faurecia Interior Systems",25,"Faurecia - Official Site",24,NA,"faurecia.com/en",26,1,1,0,0,5,489,0,0,1,1,350,"FirmSize.US_MEDIUM_FIRM",1,2007,62,1,1,1,1.95161290322581,3
"Federal Signal Corporation","Federal Signal","Federal Signal",14,"Federal Signal Corporation - Official Site",42,NA,"federalsignal.com/",26,1,2,0,0,5,490,0,1,0,1,2800,"FirmSize.LARGE_FIRM",0,1977,115,1,1.03478260869565,1,2.07826086956522,2
"FEI Company","FEI Company","FEI Company",11,"WELCOME TO THERMO FISHER SCIENTIFIC - FEI Company",49,NA,"fei.com/careers/",28,1,2,0,0,5,477,1,0,1,2,2800,"FirmSize.LARGE_FIRM",0,1993,442,4,1.02488687782805,1.33333333333333,3.12669683257919,2.66666666666667
"Fenwal","Fenwal","Fenwal",6,"Kidde Fenwal",12,NA,"kidde-fenwal.com/",25,2,1,0,0,2,491,1,0,0,1,1448,"FirmSize.LARGE_FIRM",0,2003,136,1,1.02941176470588,1,3.25735294117647,1
"Ferric Inc.","Ferric","Ferric",6,"Amazon.com: ferric chloride",27,1,"",82,2,1,0,0,0,492,1,0,0,1,20,"FirmSize.SMALL_FIRM",1,1990,9,1,1.22222222222222,1,1.66666666666667,1
"Ferro Corporation","Ferro","Ferro",5,"Ferro - Official Site",21,NA,"ferro.com/",22,1,1,0,0,5,493,0,1,0,1,143,"FirmSize.EU_MEDIUM_FIRM",1,1976,404,2,1.01485148514851,1,2.77722772277228,6
"Fezza Family Properties","Fezza Family Properties","Fezza Family Properties",23,"Fezza Family Properties, L.L.C. in Osprey, FL | Company ...",59,1,"",61,1,3,0,0,2,494,0,0,1,1,23,"FirmSize.SMALL_FIRM",1,2015,2,1,1,1,1,1
"FHT","FHT","FHT",3,"Florida Hospital Tampa | Hospital in Tampa, FL near St ...",58,1,"",37,1,0,0,0,1,478,0,1,0,1,3,"FirmSize.MICRO_FIRM",1,1988,20,1,1.2,1,3.35,1
"Fianium Ltd.","Fianium","Fianium",7,"NKT Photonics - Official Site",29,NA,"nktphotonics.com/",29,1,0,0,0,5,495,0,1,0,1,15,"FirmSize.SMALL_FIRM",1,2008,32,1,1,1,3.28125,2
"Fike Corporation","Fike","Fike",4,"Fike - Official Site",20,NA,"fike.com/",21,1,1,0,0,5,496,1,0,0,1,17,"FirmSize.SMALL_FIRM",1,1977,781,1,1.01408450704225,1,2.38412291933419,3
"Fina Technology","Fina Technology","Fina Technology",15,"FINA Technology Group, LLC.",27,NA,"finatg.com/",22,1,2,0,0,5,497,1,0,0,1,2802,"FirmSize.LARGE_FIRM",0,1988,602,3,1,1,2.77408637873754,3
"Finisar Corporation","Finisar","Finisar",7,"Finisar - Official Site",23,NA,"finisar.com/",24,1,1,0,0,5,498,1,0,0,1,13000,"FirmSize.LARGE_FIRM",0,1986,1313,1,1,1,2.44402132520944,3
"First Solar","First Solar","First Solar",11,"First Solar - Official Site",27,NA,"firstsolar.com/",26,1,2,0,0,5,499,1,1,0,2,6350,"FirmSize.LARGE_FIRM",0,1999,213,11,1.018779342723,1,3.38028169014085,2.63636363636364
"Flextronics AP","Flextronics AP","Flextronics AP",14,"Concept design, manufacturing and logistics | Flex",50,NA,"flex.com/",17,2,0,0,0,3,500,0,1,0,1,31,"FirmSize.SMALL_FIRM",1,2006,367,4,1.00272479564033,1,2.33242506811989,3.5
"FLIR Systems","FLIR Systems","FLIR Systems",12,"FLIR Systems - Official Site",28,NA,"flir.com/",21,1,2,0,0,5,479,1,0,0,1,2870,"FirmSize.LARGE_FIRM",0,1977,262,2,1.04198473282443,1,3.33206106870229,3
"Floadia Corporation","Floadia","Floadia",7,"Floadia Corporation.",20,NA,"floadia.com/",20,1,1,0,0,5,501,1,0,0,1,61,"FirmSize.EU_MEDIUM_FIRM",1,2001,11,2,1,1,3.09090909090909,3.5
"FLOW CONTROL LLC.","FLOW CONTROL","FLOW CONTROL",12,"Flow Control - Official Site",28,NA,"flowcontrol.com/",28,1,2,0,0,5,480,0,1,0,1,10,"FirmSize.SMALL_FIRM",1,2012,18,1,1,1,2.44444444444444,2
"Fluidigm Corporation","Fluidigm","Fluidigm",8,"Fluidigm - Official Site",24,NA,"fluidigm.com/",25,1,1,0,0,5,502,1,0,0,1,517,"FirmSize.LARGE_FIRM",0,2004,133,1,1.03007518796992,1,4.15789473684211,1
"Ford Global Technologies","Ford Global Technologies","Ford Global Technologies",24,"Innovation - Ford Corporate",27,NA,"corporate.ford.com/innovation.html",42,1,1,0,0,5,503,1,1,0,2,482,"FirmSize.US_MEDIUM_FIRM",1,1997,11081,8,1.01119032578287,1,3.05243209096652,4.5
"Forest Concepts","Forest Concepts","Forest Concepts",15,"Forest Concepts: Home",21,NA,"forestconcepts.com/",30,1,2,1,0,5,504,0,1,0,1,34250,"FirmSize.LARGE_FIRM",0,2002,31,1,1,1,2.70967741935484,2
"Foret Plasma Labs","Foret Plasma Labs","Foret Plasma Labs",17,"Foret Plasma Labs",17,NA,"plasmawhirl.com/",27,1,3,0,0,5,505,0,1,0,1,3,"FirmSize.MICRO_FIRM",1,2008,52,2,1,1,1,1
"Formula Plastics","Formula Plastics","Formula Plastics",16,"Formula Plastics Inc.",21,NA,"formulaplastics.com/",27,1,2,0,0,5,506,0,1,0,1,18,"FirmSize.SMALL_FIRM",1,2013,5,1,1,1,1,1
"FPInnovations","FPInnovations","FPInnovations",13,"FPInnovations",13,NA,"fpinnovations.ca/",25,1,1,0,0,5,481,1,1,0,2,525,"FirmSize.LARGE_FIRM",0,2007,56,6,1.05357142857143,1,3,3
"Freescale Semiconductor","Freescale Semiconductor","Freescale Semiconductor",23,"NXP Semiconductors - Official Site",34,NA,"nxp.com/",20,1,1,0,0,5,507,1,0,1,2,30100,"FirmSize.LARGE_FIRM",0,2004,5536,33,1.01499277456647,1,2.71893063583815,2.72727272727273
"FRONT EDGE TECHNOLOGY INC.","FRONT EDGE TECHNOLOGY","FRONT EDGE TECHNOLOGY",21,"Front Edge Technology, Inc - Home Page",38,NA,"frontedgetechnology.com/",31,1,3,1,0,5,482,1,0,0,1,3,"FirmSize.MICRO_FIRM",1,2001,23,1,1,1,2.73913043478261,1
"Fuji Electric Co.","Fuji Electric Co","Fuji Electric Co",16,"Fujielectric - Official Site",28,NA,"fujielectric.com/",29,1,2,0,0,5,508,1,1,0,2,26864,"FirmSize.LARGE_FIRM",0,1976,4586,56,1.06825119930222,1.10714285714286,2.05102485826428,2.58928571428571
"Fuji Xerox Co.","Fuji Xerox Co","Fuji Xerox Co",13,"Home FUJI XEROX CO.,LTD.",24,NA,"fujixerox.com/eng",29,1,3,0,0,5,509,1,0,0,1,8023,"FirmSize.LARGE_FIRM",0,1976,9577,6,1.02432912185444,1,2.96053043750653,4.33333333333333
"FUJIFILM Corporation","FUJIFILM","FUJIFILM",8,"Fujifilm - Official Site",24,NA,"fujifilm.com/",24,1,1,0,0,5,483,1,1,1,3,78150,"FirmSize.LARGE_FIRM",0,2006,9514,49,1.01650199705697,1.08888888888889,2.04477611940298,2.91111111111111
"FUJIFILM Dimatix","FUJIFILM Dimatix","FUJIFILM Dimatix",16,"Industrial Inkjet Printheads | Fujifilm USA",43,NA,"fujifilmusa.com/products/industrial_inkjet_printheads/index.html",75,1,1,0,0,2,484,1,0,0,1,413,"FirmSize.US_MEDIUM_FIRM",1,2007,150,1,1.00666666666667,1,2.78666666666667,4
"Fujitsu Limited","Fujitsu Limited","Fujitsu Limited",15,"Fujitsu - Official Site",23,NA,"fujitsu.com/global/",30,1,1,0,0,5,510,1,1,0,2,140000,"FirmSize.LARGE_FIRM",0,1976,33876,44,1.0551718030464,1.06976744186047,2.60462301470154,2.30232558139535
"Fujitsu Semiconductor Limited","Fujitsu Semiconductor Limited","Fujitsu Semiconductor Limited",29,"FUJITSU SEMICONDUCTOR - Fujitsu Global",38,NA,"fujitsu.com/jp/group/fsl/en/",39,1,2,0,0,2,511,1,0,0,1,140000,"FirmSize.LARGE_FIRM",0,2001,1667,23,1.04319136172765,1.04347826086957,2.01919616076785,2.30434782608696
"FULL CIRCLE BIOCHAR","FULL CIRCLE BIOCHAR","FULL CIRCLE BIOCHAR",19,"Full Circle Biochar | Full Circle Biochar",41,NA,"fullcirclebiochar.com/",29,1,3,1,0,5,485,0,1,0,1,2,"FirmSize.MICRO_FIRM",1,2013,4,1,1,1,2.75,3
"Furukawa Electric Co.","Furukawa Electric Co","Furukawa Electric Co",20,"Furukawa Electric Co., Ltd.",27,NA,"furukawa.co.jp/en/",30,1,3,0,0,5,512,1,0,0,1,51925,"FirmSize.LARGE_FIRM",0,1976,2086,5,1.20709491850431,1.4,3.20182166826462,4.2
"FutureWei Technologies","FutureWei Technologies","FutureWei Technologies",22,"Huawei United States - Building a Fully Connected ...",53,NA,"huawei.com/us/",26,1,0,0,0,5,513,0,1,0,1,301,"FirmSize.US_MEDIUM_FIRM",1,2000,1496,2,1.00868983957219,1,2.64906417112299,4.5
"fybr","fybr","fybr",4,"Home - Fybr",11,NA,"fybr.com/",17,1,1,1,0,5,1482,0,1,0,1,23,"FirmSize.SMALL_FIRM",1,2014,5,1,1,1,3,6
"G.D.O. Inc","GDO","GDO",3,"GDO - ",6,NA,"golfdigest.co.jp/",28,1,1,0,0,3,514,0,0,1,1,45,"FirmSize.SMALL_FIRM",1,1983,41,1,1.04878048780488,1,5.41463414634146,13
"Galectin Therapeutics","Galectin Therapeutics","Galectin Therapeutics",21,"Galectin Therapeutics (NASDAQ: GALT)",36,NA,"galectintherapeutics.com/",32,1,2,1,0,5,540,0,0,1,1,54,"FirmSize.EU_MEDIUM_FIRM",1,2012,10,1,1,1,3,3
"Galemed Corporation","Galemed","Galemed",7,"GaleMed Corporation",19,NA,"galemed.com/manager/eService/RC08-all_0225.pdf",53,1,1,0,0,1,541,0,1,0,1,33,"FirmSize.SMALL_FIRM",1,1998,27,1,1.11111111111111,2,2.40740740740741,7
"GangaGen","GangaGen","GangaGen",8,"GangaGen :: Pioneering the battle against drug-resistant ...",60,NA,"gangagen.com/",20,1,1,0,0,5,542,0,0,1,1,57,"FirmSize.EU_MEDIUM_FIRM",1,2005,9,1,1,1,3.44444444444444,3
"Gardner-Gibson","Gardner-Gibson","Gardner-Gibson",14,"Gardner-Gibson, Inc: Protection from the Elements",49,NA,"gardner-gibson.com/",27,1,2,0,0,5,543,0,0,1,1,89,"FirmSize.EU_MEDIUM_FIRM",1,2016,2,1,1,1,3.5,3
"Garland Industries","Garland Industries","Garland Industries",18,"Garland Co - Official Site",26,NA,"garlandco.com/",26,1,1,0,0,5,544,0,1,0,1,25,"FirmSize.SMALL_FIRM",1,1990,29,1,1,1,2.13793103448276,2
"Garrity Power Services LLC","Garrity Power Services","Garrity Power Services",22,"Smart grid power converter - Garrity Power Services LLC",55,1,"",77,1,3,0,0,2,545,1,0,0,1,5,"FirmSize.MICRO_FIRM",1,2016,2,2,1,1,2,2
"Gas Technology Institute","Gas Technology Institute","Gas Technology Institute",24,"Gas Technology Institute - Official Site",40,NA,"gastechnology.org/",29,1,3,0,0,5,546,0,1,0,1,2900,"FirmSize.LARGE_FIRM",0,2002,187,3,1.05347593582888,1,2.58288770053476,2.66666666666667
"GCP Applied Technologies Inc.","GCP Applied Technologies","GCP Applied Technologies",24,"The GCP Experience - GCP Applied Technologies",45,NA,"gcpat.com/en",20,1,3,0,0,5,515,0,1,0,1,2500,"FirmSize.LARGE_FIRM",0,2016,7,1,1,1,4.28571428571429,3
"GE Healthcare Dharmacon","GE Healthcare Dharmacon","GE Healthcare Dharmacon",23,"Dharmacon - CRISPR-Cas9, Gene Editing, RNAi, Gene Expression",60,NA,"dharmacon.horizondiscovery.com/",39,1,2,0,0,4,516,0,0,1,1,16,"FirmSize.SMALL_FIRM",1,2014,9,2,1.11111111111111,1,3.66666666666667,1.5
"GE Healthcare Limited","GE Healthcare Limited","GE Healthcare Limited",21,"GE Healthcare | Home",20,NA,"gehealthcare.com/",29,1,2,0,0,5,517,0,0,1,1,51373,"FirmSize.LARGE_FIRM",0,2005,201,1,1.1044776119403,1,3.26865671641791,2
"GE-Hitachi Nuclear Energy Americas LLC","GE-Hitachi Nuclear Energy Americas","GE-Hitachi Nuclear Energy Americas",34,"GE Hitachi Nuclear Energy - Official Site",41,NA,"nuclear.gepower.com/",28,1,4,0,0,1,518,1,0,0,1,26181,"FirmSize.LARGE_FIRM",0,2009,144,2,1,1,2.90277777777778,2.5
"GED Intergrated Solution","GED Intergrated Solution","GED Intergrated Solution",24,"GEDUSA - Official Site",22,NA,"gedusa.com/",22,1,1,0,0,5,519,1,0,0,1,111,"FirmSize.EU_MEDIUM_FIRM",1,2005,47,1,1,1,2.8936170212766,5
"Gemex Systems","Gemex Systems","Gemex Systems",13,"GemEx - Official Site",21,NA,"gemex.com/",18,1,1,0,0,5,547,1,0,0,1,22,"FirmSize.SMALL_FIRM",1,2008,6,1,1,1,2.16666666666667,2
"GEN-PROBE INCORPORATED","GEN-PROBE","GEN-PROBE",9,"Hologic - Official Site",23,NA,"hologic.com/",24,1,0,0,0,5,520,0,0,1,1,703,"FirmSize.LARGE_FIRM",0,1990,493,1,1.04056795131846,1,3.31034482758621,4
"GENCO SCIENCES LLC","GENCO SCIENCES","GENCO SCIENCES",14,"Vape Pens & Portable Vaporizers. Official Site of G Pen ...",59,NA,"gpen.com/",21,1,0,0,0,5,521,1,0,0,1,2571,"FirmSize.LARGE_FIRM",0,2016,1,1,1,1,1,1
"Genentech","Genentech","Genentech",9,"Genentech - Official Site",25,NA,"gene.com/",21,1,1,0,0,5,548,0,0,1,1,21609,"FirmSize.LARGE_FIRM",0,1982,2461,3,1.09061357171881,1,4.46647704185291,2.33333333333333
"GENERAL ELECTRIC COMPANY","GENERAL ELECTRIC COMPANY","GENERAL ELECTRIC COMPANY",24,"GE - Official Site",18,NA,"ge.com/",19,1,0,0,0,5,522,1,1,0,2,313000,"FirmSize.LARGE_FIRM",0,1976,41692,26,1.00554063129617,1,2.62409748374871,4.15384615384615
"GENERAL MOTORS LLC","GENERAL MOTORS","GENERAL MOTORS",14,"General Motors",14,NA,"gm.com/",19,1,2,0,0,5,523,0,1,0,1,116648,"FirmSize.LARGE_FIRM",0,1976,11163,1,1.02141001522888,1,2.11233539371137,3
"Genesco Inc.","Genesco","Genesco",7,"Genesco - Official Site",23,NA,"genescopartners.com/",31,1,1,0,0,5,549,0,0,1,1,8200,"FirmSize.LARGE_FIRM",0,1977,97,2,1.10309278350515,1,2.84536082474227,3.5
"Genia Technologies","Genia Technologies","Genia Technologies",18,"Genia Technologies, Inc.: Private Company Information ...",57,1,"",82,1,2,0,0,0,550,1,0,0,1,0,"FirmSize.UNDEFINED",1,2004,30,7,1,1,2.06666666666667,2.71428571428571
"Genisphere","Genisphere","Genisphere",10,"3DNA Nanotechnology | Genisphere",32,NA,"genisphere.com/",23,1,1,0,0,5,551,0,0,1,1,19,"FirmSize.SMALL_FIRM",1,2009,13,1,1.07692307692308,1,3,2
"Genomatica","Genomatica","Genomatica",10,"Genomatica - Official Site",26,NA,"genomatica.com/",27,1,1,1,0,5,552,0,1,1,2,129,"FirmSize.EU_MEDIUM_FIRM",1,2010,82,5,1.01219512195122,1.2,4.03658536585366,5
"Genomic Health","Genomic Health","Genomic Health",14,"Genomic Health - Official Site",30,NA,"genomichealth.com/",29,1,2,0,0,5,553,0,0,1,1,992,"FirmSize.LARGE_FIRM",0,2006,42,1,1.5,1,4.57142857142857,8
"Genzyme Corporation","Genzyme","Genzyme",7,"Genzyme - Official Site",23,NA,"sanofigenzyme.com/",30,1,1,0,0,5,554,1,0,1,2,10453,"FirmSize.LARGE_FIRM",0,1976,1454,3,1.04332874828061,1,3.35694635488308,4.66666666666667
"George Mason Research Foundation","George Mason Research Foundation","George Mason Research Foundation",32,"Research | George Mason",23,NA,"www2.gmu.edu/research",29,1,3,0,0,4,556,1,0,0,1,252,"FirmSize.US_MEDIUM_FIRM",1,2013,23,1,1.1304347826087,1,3.56521739130435,8
"Georgia-Pacific Gypsum LLC","Georgia-Pacific Gypsum","Georgia-Pacific Gypsum",22,"Georgia-Pacific Gypsum - Gypsum Boards and Drywall",50,NA,"buildgp.com/georgia-pacific-gypsum",46,1,3,0,0,4,557,0,1,0,1,15327,"FirmSize.LARGE_FIRM",0,2004,32,2,1,1,1.875,3
"GeoSynFuels","GeoSynFuels","GeoSynFuels",11,"GeoSynFuels, LLC: Private Company Information - Bloomberg",57,1,"",81,2,1,0,0,0,555,0,1,0,1,3,"FirmSize.MICRO_FIRM",1,2011,4,1,1,1,2.5,3
"GEOTHERMAL ENERGY PROJECT","GEOTHERMAL ENERGY PROJECT","GEOTHERMAL ENERGY PROJECT",25,"Geothermal power plant, renewable energy - Eden Project ...",59,1,"",92,2,3,0,0,0,524,0,1,0,1,14,"FirmSize.SMALL_FIRM",1,2016,2,2,1,1,3,3
"Gestion Ultra International Inc.","Gestion Ultra","Gestion Ultra",13,"Microbial Monitoring | LuminUltra",33,NA,"luminultra.com/",27,1,1,0,0,5,558,1,0,0,1,4,"FirmSize.MICRO_FIRM",1,2002,8,1,1,1,4,5
"GIGA SOLAR FPC","GIGA SOLAR FPC","GIGA SOLAR FPC",14,"Giga Solar",10,NA,"gigasolarpv.com/",28,1,2,0,0,5,525,0,1,0,1,11,"FirmSize.SMALL_FIRM",1,2017,1,1,1,1,1,1
"Gilead Biologics","Gilead Biologics","Gilead Biologics",16,"Oceanside, CA | Gilead",22,1,"",89,1,1,0,0,0,559,0,0,1,1,4,"FirmSize.MICRO_FIRM",1,2013,13,2,1,1,4.92307692307692,2
"Gilead Connecticut","Gilead Connecticut","Gilead Connecticut",18,"Gilead Community Services - Official Site",41,NA,"gileadcs.org/",20,1,1,0,0,5,560,0,0,1,1,0,"FirmSize.UNDEFINED",1,2011,22,1,1.22727272727273,1,6.72727272727273,2
"Gilead Sciences","Gilead Sciences","Gilead Sciences",15,"Gilead Sciences - Official Site",31,NA,"gilead.com/",22,1,2,0,0,5,561,0,0,1,1,11289,"FirmSize.LARGE_FIRM",0,1992,508,2,1.07283464566929,1,5.59645669291339,8
"GlassPoint Solar","GlassPoint Solar","GlassPoint Solar",16,"GlassPoint Solar - Official Site",32,NA,"glasspoint.com/",27,1,2,0,0,5,562,0,1,0,1,205,"FirmSize.EU_MEDIUM_FIRM",1,2014,9,3,1,1,2.55555555555556,3
