"firm","lookup_firm","lookup_firm_web","firm_length","name_clnd","name_length","manual_fix","hit_url","hit_url_length","rank","matches","public","acquired_merged","Votes","Group","nano","green","synbio","count_all_ind","max_emps","size_state","sme","num_patents_all","pages","num_words","avg_words_per_page","first_year","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3"
"Avago Technologies General IP (Singapore) Pte. Ltd.","Avago Technologies General IP (Singapore) Pte","Avago Technologies General IP (Singapore) Pte",45,"Avago Technologies General IP Singapore Pte Ltd - Bloomberg",59,1,"",104,1,6,0,0,0,162,1,0,0,1,2282,"FirmSize.LARGE_FIRM",0,1572,NA,NA,NA,2006,2,1.00254452926209,1,2.69338422391858,2
"Astech","Astech","Astech",6,"asTech - Official Site",22,NA,"astech.com/",19,1,1,0,0,5,147,0,1,0,1,2225,"FirmSize.LARGE_FIRM",0,33,13,41516,3193.53846153846,1976,1,1.03030303030303,1,2.27272727272727,2
"OmniVision Technologies","OmniVision Technologies","OmniVision Technologies",23,"OVT - Official Site",19,NA,"ovt.com/",20,1,0,0,0,5,952,1,0,0,1,2176,"FirmSize.LARGE_FIRM",0,686,52,253600,4876.92307692308,1998,8,1.04373177842566,1,2.81632653061224,4.125
"AAC Technologies Pte. Ltd.","AAC Technologies Pte","AAC Technologies Pte",20,"AAC Technologies Pte. Ltd.: Private Company Information ...",59,1,"",82,1,3,0,0,0,4,1,0,0,1,2174,"FirmSize.LARGE_FIRM",0,100,NA,NA,NA,1984,1,1.08,1,2.16,1
"Pixar","Pixar","Pixar",5,"Pixar - Official Site",21,NA,"pixar.com/",22,1,1,0,0,5,1013,1,0,0,1,2168,"FirmSize.LARGE_FIRM",0,293,15,102277,6818.46666666667,1989,3,1.01365187713311,1,2.39590443686007,1
"Dolby Laboratories Licensing Corporation","Dolby Laboratories Licensing","Dolby Laboratories Licensing",28,"Apply for a Dolby Consumer or Professional License",50,NA,"dolby.com/us/en/professional/licensing.html",55,1,1,0,0,1,404,1,0,0,1,2151,"FirmSize.LARGE_FIRM",0,941,70,1696664,24238.0571428571,1981,2,1.04144527098831,1,2.45802337938363,1.5
"Infinera Corporation","Infinera","Infinera",8,"Infinera - Official Site",24,NA,"infinera.com/",25,1,1,0,0,5,662,1,0,0,1,2145,"FirmSize.LARGE_FIRM",0,418,76,804767,10589.0394736842,1977,2,1.00239234449761,1,3.78947368421053,8.5
"Alcatel Lucent","Alcatel Lucent","Alcatel Lucent",14,"ALE Home | Alcatel-Lucent Enterprise",36,NA,"al-enterprise.com/",30,1,2,0,0,5,87,0,1,0,1,2087,"FirmSize.LARGE_FIRM",0,4429,144,2698676,18740.8055555556,2007,1,1.00903138405961,1,2.59132987130278,2
"Silicon Storage Technology","Silicon Storage Technology","Silicon Storage Technology",26,"SST - Official Site",19,NA,"sst.com/",15,1,0,1,0,5,1203,1,0,0,1,2062,"FirmSize.LARGE_FIRM",0,385,18,116353,6464.05555555556,1991,6,1.0025974025974,1,3.21818181818182,7.33333333333333
"Adtran","Adtran","Adtran",6,"ADTRAN - Official Site",22,NA,"adtran.com/",22,1,1,0,0,5,67,1,0,0,1,2060,"FirmSize.LARGE_FIRM",0,471,25,341487,13659.48,1978,1,1,1,2.3927813163482,5
"EchoStar Technologies LLC","EchoStar Technologies","EchoStar Technologies",21,"EchoStar - Official Site",24,NA,"echostar.com/",25,1,1,1,0,5,436,0,1,0,1,2050,"FirmSize.LARGE_FIRM",0,679,21,243973,11617.7619047619,2006,1,1.01472754050074,1,1.95139911634757,4
"Gtech Corporation","Gtech","Gtech",5,"Gtech - Carpet Sweepers, Vacuum Cleaners & Gardening Equipment",62,NA,"gtech.co.uk/",24,1,1,0,0,5,582,1,0,0,1,2046,"FirmSize.LARGE_FIRM",0,865,52,944870,18170.5769230769,1976,1,1.02658959537572,1,2.07514450867052,6
"Simple Approach Systems","Simple Approach Systems","Simple Approach Systems",23,"SIMPLE APPROACH SYSTEMS, INC. in Delaware",41,1,"",59,2,3,0,0,0,1209,0,1,0,1,2014,"FirmSize.LARGE_FIRM",0,2,NA,NA,NA,2016,2,1,1,1,1
"Medgenics Medical Israel Ltd.","Medgenics Medical Israel","Medgenics Medical Israel",24,"MEDGENICS.COM",13,NA,"medgenics.com/",25,2,1,0,0,4,818,0,0,1,1,2001,"FirmSize.LARGE_FIRM",0,14,NA,NA,NA,2013,1,1,1,6.07142857142857,6
"Abraxis Bioscience","Abraxis Bioscience","Abraxis Bioscience",18,"Celgene - Official Site",23,1,"",24,2,0,0,1,2,55,1,0,0,1,2000,"FirmSize.LARGE_FIRM",0,58,NA,NA,NA,2008,8,1.01724137931034,1,2.82758620689655,2.5
"Diamond Innovations","Diamond Innovations","Diamond Innovations",19,"Hyperion",8,NA,"hyperionmt.com/",27,1,0,0,0,5,399,1,0,0,1,2000,"FirmSize.LARGE_FIRM",0,79,32,292673,9146.03125,2004,1,1.0379746835443,1,2.63291139240506,2
"Instron Corporation ","Instron","Instron",7,"Instron : Materials Testing Machines for Tensile, Fatigue ...",61,NA,"instron.us/en-us?region=North%20America",50,1,1,0,0,1,667,0,0,1,1,2000,"FirmSize.LARGE_FIRM",0,271,27,249865,9254.25925925926,1979,9,1.02214022140221,1,3.01845018450184,4.22222222222222
"Saint-Gobain Performance Plastics Corporation","Saint-Gobain Performance Plastics","Saint-Gobain Performance Plastics",33,"Performance Plastics | - Saint-Gobain",37,NA,"plastics.saint-gobain.com/",38,1,4,0,0,1,1141,0,0,1,1,1992,"FirmSize.LARGE_FIRM",0,191,336,7459852,22201.9404761905,2000,1,1.06806282722513,1,2.90575916230366,2
"Starlight Energy Holdings LLC","Starlight Energy Holdings","Starlight Energy Holdings",25,"StarlightEnergy - Home",22,NA,"starlightenergy.us/",30,1,2,0,1,5,1250,0,1,0,1,1970,"FirmSize.LARGE_FIRM",0,1,3,13467,4489,2016,1,1,1,4,4
"Integrated Device Technology","Integrated Device Technology","Integrated Device Technology",28,"Integrated Device Technology, Inc. (IDT)",40,NA,"idt.com/",20,1,3,0,0,5,669,1,0,0,1,1936,"FirmSize.LARGE_FIRM",0,1025,163,4180109,25644.8404907975,1987,1,1,1,2.0809756097561,3
"BP Corporation North America Inc.","BP North America","BP North America",16,"BP America - Official Site",26,NA,"bp.com/en_us/bp-us.html",35,1,2,0,0,5,188,0,1,1,2,1900,"FirmSize.LARGE_FIRM",0,365,112,741797,6623.1875,2001,2,1.12054794520548,1,3.30958904109589,4.5
"Access Business Group International LLC","Access Business Group","Access Business Group",21,"Home Page - Access Business Group",33,NA,"accessbusinessgroup.com/",36,1,3,0,0,5,56,0,0,1,1,1850,"FirmSize.LARGE_FIRM",0,445,13,55372,4259.38461538462,2002,1,1.00449438202247,1,3.37752808988764,11
"NeoPhotonics Corporation","NeoPhotonics","NeoPhotonics",12,"100G Optical Components, Photonic Integrated Circuits",53,NA,"neophotonics.com/",29,1,0,0,0,5,900,1,0,0,1,1783,"FirmSize.LARGE_FIRM",0,57,37,252772,6831.67567567568,2005,1,1,1,3.7719298245614,1
"Synaptic Research","Synaptic Research","Synaptic Research",17,"Please log in to Synaptic Research",34,NA,"research.synaptic.co.uk/",32,1,2,0,0,5,1281,0,1,0,1,1763,"FirmSize.LARGE_FIRM",0,12,3,21502,7167.33333333333,2009,1,1.16666666666667,2,2.66666666666667,4
"WestPoint Home","WestPoint Home","WestPoint Home",14,"WestPoint Home - Official Site",30,NA,"westpointhome.com/",29,1,2,0,0,5,1447,1,0,0,1,1750,"FirmSize.LARGE_FIRM",0,6,13,124799,9599.92307692308,2010,1,1,1,2.16666666666667,4
"The Jackson Laboratory","The Jackson Laboratory","The Jackson Laboratory",22,"The Jackson Laboratory",22,NA,"jax.org/",20,1,3,0,0,5,1341,0,0,1,1,1725,"FirmSize.LARGE_FIRM",0,44,109,2937951,26953.6788990826,1983,1,1.45454545454545,2,3.02272727272727,3
"ATC Technologies","ATC Technologies","ATC Technologies",16,"ATC Technologies, Inc. / Home",29,NA,"atctechnologiesinc.com/",30,1,2,0,0,5,41,0,1,0,1,1720,"FirmSize.LARGE_FIRM",0,720,6,3899,649.833333333333,1984,1,1.08888888888889,1,2.12083333333333,5
"Kodak Alaris Inc.","Kodak Alaris","Kodak Alaris",12,"Home | Kodak Alaris",19,NA,"kodakalaris.com/",28,1,2,0,0,5,737,1,0,0,1,1683,"FirmSize.LARGE_FIRM",0,115,21,117248,5583.2380952381,2013,1,1,1,2.87826086956522,3
"WELL Shield LLC","WELL Shield","WELL Shield",11,"The Well | Agents of S.H.I.E.L.D. Wiki | FANDOM powered by ...",62,1,"",45,1,1,0,0,2,1437,1,0,0,1,1671,"FirmSize.LARGE_FIRM",0,2,NA,NA,NA,2015,1,1,1,2,2
"Atotech Deutschland GmbH","Atotech Deutschland","Atotech Deutschland",19,"Atotech - Official Site",23,NA,"atotech.com/",24,1,1,0,0,5,154,1,1,0,2,1666,"FirmSize.LARGE_FIRM",0,196,75,1132428,15099.04,1993,2,1.03061224489796,2,3.19897959183673,6
"The Charles Stark Draper Laboratory","The Charles Stark Draper Laboratory","The Charles Stark Draper Laboratory",35,"Homepage | Draper",17,NA,"draper.com/",22,1,1,0,0,5,1335,0,0,1,1,1661,"FirmSize.LARGE_FIRM",0,713,38,170281,4481.07894736842,1976,3,1.10378681626928,2,2.59887798036466,5
"SICPA Holding SA","SICPA Holding SA","SICPA Holding SA",16,"SICPA - Official Site",21,NA,"sicpa.com/",22,1,1,0,0,5,1119,1,0,0,1,1652,"FirmSize.LARGE_FIRM",0,139,39,367494,9422.92307692308,1981,3,1.03597122302158,1,3.2589928057554,2.66666666666667
"Nordic Technologies","Nordic Technologies","Nordic Technologies",19,"Nordic Technologies - We specialize in clean water",50,NA,"nordic-technologies.com/",31,1,2,0,0,5,922,0,1,0,1,1638,"FirmSize.LARGE_FIRM",0,7,17,70519,4148.17647058824,1997,1,1,1,2.14285714285714,3
"Tokyo Ohka Kogyo Co.","Tokyo Ohka Kogyo Co","Tokyo Ohka Kogyo Co",19,"TOKYO OHKA KOGYO CO., LTD.",26,NA,"tok.co.jp/eng/",25,1,4,0,0,5,1360,1,0,1,2,1637,"FirmSize.LARGE_FIRM",0,884,65,269097,4139.95384615385,1983,6,1.08257918552036,1.6,3.72963800904977,4.2
"JNC Corporation","JNC","JNC",3,"JNC Wheels - Performance Aftermarket Wheels & Rims ...",54,NA,"jncwheels.com/",22,1,1,0,0,5,692,1,0,0,1,1597,"FirmSize.LARGE_FIRM",0,489,104,28306835,272181.105769231,1978,2,1.65439672801636,2,2.95705521472393,3.5
"Buckman Laboratories International","Buckman Laboratories","Buckman Laboratories",20,"Buckman - Official Site",23,NA,"buckman.com/",24,1,1,0,0,5,251,0,1,0,1,1554,"FirmSize.LARGE_FIRM",0,194,40,298838,7470.95,1976,1,1.03092783505155,1,2.42268041237113,3
"Gracenote","Gracenote","Gracenote",9,"Gracenote - Official Site",25,NA,"gracenote.com/",25,1,1,0,0,5,571,1,0,0,1,1541,"FirmSize.LARGE_FIRM",0,74,33,491067,14880.8181818182,2007,1,1.01351351351351,1,3.17567567567568,4
"Monolithe Semiconductor Inc.","Monolithe Semiconductor","Monolithe Semiconductor",23,"Home | Monolith Semiconductor Inc.",34,NA,"monolithsemi.com/",28,1,1,0,0,5,854,1,0,0,1,1534,"FirmSize.LARGE_FIRM",0,8,290,7639321,26342.4862068966,2013,1,1,1,3.125,4
"Fenwal","Fenwal","Fenwal",6,"Kidde Fenwal",12,NA,"kidde-fenwal.com/",25,2,1,0,0,2,491,1,0,0,1,1448,"FirmSize.LARGE_FIRM",0,136,2,10781,5390.5,2003,1,1.02941176470588,1,3.25735294117647,1
"Stratasys","Stratasys","Stratasys",9,"Stratasys - Official Site",25,NA,"stratasys.com/",25,1,1,0,0,5,1253,1,0,0,1,1440,"FirmSize.LARGE_FIRM",0,228,48,377200,7858.33333333333,1992,1,1.00438596491228,1,2.75877192982456,5
"Globus Medical","Globus Medical","Globus Medical",14,"Globus Medical - Official Site",30,NA,"globusmedical.com/",29,1,2,0,0,5,568,0,0,1,1,1425,"FirmSize.LARGE_FIRM",0,507,83,781505,9415.72289156627,2004,1,1,1,3.13806706114398,6
"Samsung Electro-Mechanics Co.","Samsung Electro-Mechanics Co","Samsung Electro-Mechanics Co",28,"SAMSUNG ELECTRO-MECHANICS CO., LTD",34,1,"",63,2,4,0,0,0,1143,1,0,0,1,1424,"FirmSize.LARGE_FIRM",0,4203,NA,NA,NA,1987,13,1.0475850582917,1,3.48750892219843,3.69230769230769
"Babcock Power Services","Babcock Power Services","Babcock Power Services",22,"Babcock Power - Official Site",29,NA,"babcockpower.com/",29,1,2,0,0,5,194,0,1,0,1,1405,"FirmSize.LARGE_FIRM",0,23,39,669735,17172.6923076923,2011,1,1,1,3.47826086956522,7
"Ventana Medical Systems","Ventana Medical Systems","Ventana Medical Systems",23,"Anatomic pathology lab instruments by Roche Tissue Diagnostics",62,1,"",91,1,0,0,0,0,1422,1,0,1,2,1382,"FirmSize.LARGE_FIRM",0,174,NA,NA,NA,1993,4,1.02873563218391,1,4.54022988505747,5.25
"The Henry M. Jackson Foundation for the Advancement of Military Medicine","The Henry M Jackson Foundation for the Advancement of Military Medicine","The Henry M Jackson Foundation for the Advancement of Military Medicine",71,"HJF | Home",10,NA,"hjf.org/",19,1,1,0,0,3,1339,0,0,1,1,1380,"FirmSize.LARGE_FIRM",0,102,31,114191,3683.58064516129,1994,3,1.31372549019608,1,2.80392156862745,3
"Oculus VR","Oculus VR","Oculus VR",9,"Oculus VR - Official Site",25,NA,"oculus.com/",23,1,2,0,0,5,948,1,0,0,1,1377,"FirmSize.LARGE_FIRM",0,45,21,7968520,379453.333333333,2014,1,1,1,3.26666666666667,3
"Cavium","Cavium","Cavium",6,"Cavium - Official Site",22,NA,"cavium.com/",19,1,1,0,0,5,295,1,0,0,1,1373,"FirmSize.LARGE_FIRM",0,245,53,585921,11055.1132075472,2011,1,1,1,2.94285714285714,3
"Angiotech Pharmaceuticals (US)","Angiotech Pharmaceuticals (US)","Angiotech Pharmaceuticals (US)",30,"angiotech.com - KNOTLESS TISSUE-CLOSURE DEVICE",46,NA,"angiotech.com/",21,1,1,0,0,5,120,0,0,1,1,1364,"FirmSize.LARGE_FIRM",0,25,18,85766,4764.77777777778,1999,1,1.04,1,3.12,5
"Biocare Medical","Biocare Medical","Biocare Medical",15,"Biocare Medical - Primary Antibodies, Detection ...",51,NA,"biocare.net/",20,1,2,0,0,5,219,1,0,0,1,1330,"FirmSize.LARGE_FIRM",0,9,110,1547961,14072.3727272727,2003,1,1,1,2,2
"Korea Kumho Petrochemical Co.","Korea Kumho Petrochemical Co","Korea Kumho Petrochemical Co",28,"Korea Kumho Petrochemical Co., Ltd. - Home",42,NA,"kumhopetrochemical.lookchem.com/",39,1,4,1,0,2,738,1,0,0,1,1324,"FirmSize.LARGE_FIRM",0,208,12,20123,1676.91666666667,1997,2,1.00961538461538,1,3.80769230769231,7
"Advanced Water Technology","Advanced Water Technology","Advanced Water Technology",25,"Advanced Water Technology - Middle Georgia",42,NA,"advancedwatertechnology.com/",40,1,3,0,0,4,75,1,0,0,1,1318,"FirmSize.LARGE_FIRM",0,8,3,57974,19324.6666666667,1990,1,1,1,1.375,1
"GOJO Industries","GOJO Industries","GOJO Industries",15,"Gojo Industries - Official Site",31,NA,"gojo.com/",16,1,2,0,0,5,531,0,1,0,1,1310,"FirmSize.LARGE_FIRM",0,267,68,1758347,25858.0441176471,1977,1,1,1,2.44569288389513,1
"Ormat Technologies Inc.","Ormat Technologies","Ormat Technologies",18,"Ormat Technologies Inc. - Ormat Technologies Inc ...",52,NA,"ormat.com/en/home/a/main/",37,1,2,0,0,5,959,1,1,0,2,1303,"FirmSize.LARGE_FIRM",0,72,18,165566,9198.11111111111,1992,6,1,1,2.22222222222222,1.33333333333333
"Kansei Corporation ","Kansei","Kansei",6,"Kansei : definition of Kansei and synonyms of Kansei (English)",62,1,"",45,3,1,0,0,0,722,1,0,0,1,1279,"FirmSize.LARGE_FIRM",0,89,NA,NA,NA,1977,1,1.10112359550562,1,2.56179775280899,2
"Ivoclar Vivadent AG","Ivoclar Vivadent AG","Ivoclar Vivadent AG",19,"Ivoclar Vivadent - Official Site",32,NA,"ivoclarvivadent.com/",31,1,2,0,0,5,688,1,0,0,1,1269,"FirmSize.LARGE_FIRM",0,288,2,59108,29554,2001,1,1.04861111111111,1,3.47916666666667,2
"Coriant Advanced Technology","Coriant Advanced Technology","Coriant Advanced Technology",27,"Coriant - Official Site",23,NA,"coriant.com/",24,1,1,0,1,5,345,1,0,0,1,1255,"FirmSize.LARGE_FIRM",0,11,18,135067,7503.72222222222,2015,1,1,1,3.36363636363636,4
"CP KELCO APS","CP KELCO APS","CP KELCO APS",12,"CP Kelco - Official Site",24,NA,"cpkelco.com/",24,1,2,0,0,5,266,0,1,0,1,1249,"FirmSize.LARGE_FIRM",0,15,3,32078,10692.6666666667,2002,2,1,1,2.33333333333333,2
"CP Kelco U.S.","CP Kelco US","CP Kelco US",11,"CP Kelco - Official Site",24,NA,"cpkelco.com/",24,1,2,0,0,5,267,0,0,1,1,1249,"FirmSize.LARGE_FIRM",0,49,5,54364,10872.8,2001,2,1.06122448979592,1,4.04081632653061,3
"Greatbatch Ltd.","Greatbatch","Greatbatch",10,"Medical Device Design & Manufacturing & Outsourcing | Integer",61,NA,"integer.net/",20,1,0,0,0,5,577,0,0,1,1,1246,"FirmSize.LARGE_FIRM",0,396,35,396457,11327.3428571429,2005,1,1.0050505050505,1,3.65656565656566,1
"Pentair Thermal Management LLC","Pentair Thermal Management","Pentair Thermal Management",26,"Pentair Thermal Management - Official Site",42,NA,"nventthermal.com/",29,1,3,0,0,5,993,1,0,0,1,1246,"FirmSize.LARGE_FIRM",0,8,64,722815,11293.984375,2014,1,1,1,2.75,1
"Alnylam Pharmaceuticals","Alnylam Pharmaceuticals","Alnylam Pharmaceuticals",23,"Alnylam Pharmaceuticals - Official Site",39,NA,"alnylam.com/",23,1,2,0,0,5,97,1,0,1,2,1198,"FirmSize.LARGE_FIRM",0,233,30,232212,7740.4,2008,5,1.09012875536481,1,4.068669527897,4.8
"Cambridge Electronics","Cambridge Electronics","Cambridge Electronics",21,"Cambridge Electronic Industries Ltd",35,NA,"cambridgeelectronics.com/",37,1,1,0,0,5,281,1,0,0,1,1170,"FirmSize.LARGE_FIRM",0,4,2,27530,13765,2016,1,1,1,3,3
"Sumitomo Electric Device Innovations","Sumitomo Electric Device Innovations","Sumitomo Electric Device Innovations",36,"SUMITOMO ELECTRIC DEVICE INNOVATIONS, INC.",42,NA,"sedi.co.jp/?version=en",33,1,4,0,0,1,1257,1,0,0,1,1151,"FirmSize.LARGE_FIRM",0,146,72,103789,1441.51388888889,2010,7,1.13013698630137,1,1.71917808219178,1
"Quantum Devices","Quantum Devices","Quantum Devices",15,"Quantum Devices, Inc. - Official Site",37,NA,"quantumdev.com/",26,1,2,0,0,5,1049,1,0,0,1,1150,"FirmSize.LARGE_FIRM",0,16,13,56656,4358.15384615385,1997,3,1,1,2,2.33333333333333
"Watlow Electric Manufacturing Company","Watlow Electric Manufacturing Company","Watlow Electric Manufacturing Company",37,"Watlow - Official Site",22,NA,"watlow.com/",22,1,1,0,0,5,1442,1,0,0,1,1148,"FirmSize.LARGE_FIRM",0,154,114,1184323,10388.798245614,1976,1,1.01298701298701,1,3.32467532467532,3
"Plasma Tech Holdings","Plasma Tech Holdings","Plasma Tech Holdings",20,"PLASMA TECH HOLDINGS, LLC, Patent Owner, BEDFORD, NH",52,1,"",76,1,3,0,0,1,1017,0,1,0,1,1145,"FirmSize.LARGE_FIRM",0,1,NA,NA,NA,2017,1,1,1,1,1
"Dialight Corporation","Dialight","Dialight",8,"Dialight - Official Site",24,NA,"dialight.com/",25,1,1,0,0,5,396,1,0,0,1,1139,"FirmSize.LARGE_FIRM",0,100,28,406779,14527.8214285714,1990,1,1,1,2.37,5
"WCA Group LLC","WCA Group","WCA Group",9,"WCA GROUP  - Welcome",20,NA,"wca-group.com/",26,1,2,1,0,5,1436,0,1,0,1,1058,"FirmSize.LARGE_FIRM",0,1,11,134453,12223,2016,1,1,1,2,2
"LGS Innovations LLC","LGS Innovations","LGS Innovations",15,"LGS Innovations - Official Site",31,NA,"lgsinnovations.com/",31,1,2,0,0,5,750,1,0,0,1,1053,"FirmSize.LARGE_FIRM",0,26,45,556053,12356.7333333333,2012,1,1.03846153846154,1,2.38461538461538,1
"PNM","PNM","PNM",3,"PNM - Official Site",19,NA,"pnm.com/",20,1,1,1,0,5,972,0,0,1,1,1048,"FirmSize.LARGE_FIRM",0,39,NA,NA,NA,1995,2,1,1,3.56410256410256,6
"POET Research","POET Research","POET Research",13,"POET Research Center - POET",27,NA,"poet.com/scotland",29,1,2,0,0,5,973,0,1,0,1,1034,"FirmSize.LARGE_FIRM",0,65,13,202755,15596.5384615385,1990,7,1,1,2.16923076923077,2.85714285714286
"NEWFIELD THERAPEUTICS CORPORATION","NEWFIELD THERAPEUTICS","NEWFIELD THERAPEUTICS",21,"Newfield Therapeutics Corporation",33,NA,"newfieldthera.com/",26,1,2,0,0,5,867,0,0,1,1,1010,"FirmSize.LARGE_FIRM",0,1,1,1666,1666,2016,1,1,1,3,3
"INFINEUM INTERNATIONAL LIMITED","INFINEUM LIMITED","INFINEUM LIMITED",16,"Infineum - Official Site",24,NA,"infineum.com/",25,1,1,0,0,5,639,0,0,1,1,1006,"FirmSize.LARGE_FIRM",0,148,42,226566,5394.42857142857,2002,1,1.02702702702703,1,3,3
"Lattice Semiconductor Corporation","Lattice Semiconductor","Lattice Semiconductor",21,"Home - Lattice Semiconductor",28,NA,"latticesemi.com/",27,1,2,0,0,5,758,1,0,0,1,1004,"FirmSize.LARGE_FIRM",0,657,159,2557784,16086.6918238994,1988,2,1.00304414003044,1,2.87823439878234,1
"Dexerials Corporation","Dexerials","Dexerials",9,"Dexerials",9,NA,"dexerials.jp/en/",27,1,1,0,0,5,395,1,0,0,1,1003,"FirmSize.LARGE_FIRM",0,185,65,415463,6391.73846153846,1993,7,1.01081081081081,1,3.04864864864865,2.71428571428571
"Evri","Evri","Evri",4,"Home | Everi",12,NA,"everi.com/",22,2,0,0,0,3,469,0,1,0,1,1000,"FirmSize.LARGE_FIRM",0,16,71,1590511,22401.5633802817,2004,1,1.1875,1,4.875,1
"MicroLink Devices","MicroLink Devices","MicroLink Devices",17,"MicroLink Devices, Inc. - Home",30,NA,"mldevices.com/",21,1,2,0,0,5,832,0,1,0,1,1000,"FirmSize.LARGE_FIRM",0,16,18,73868,4103.77777777778,2003,2,1,1,3.1875,6
"nLIGHT Photonics Corporation","nLIGHT","nLIGHT",16,"nLight - Official Site",22,NA,"nlight.net/",18,1,1,0,0,5,1489,1,0,0,1,1000,"FirmSize.LARGE_FIRM",0,29,22,127944,5815.63636363636,1997,1,1,1,2.55172413793103,3
"Richtek Technology Corporation","Richtek Technology ROC","Richtek Technology",18,"Home | Richtek Technology",25,NA,"richtek.com/",24,1,2,0,0,5,1081,0,0,0,0,1000,"FirmSize.LARGE_FIRM",0,271,87,3782186,43473.4022988506,1990,3,1.00369003690037,1,2.66051660516605,2.66666666666667
"PQ CORPORATION","PQ","PQ",14,"PQ Corporation - Home",21,NA,"pqcorp.com/",22,1,2,0,0,5,977,1,0,0,1,998,"FirmSize.LARGE_FIRM",0,895,9,54009,6001,1976,3,1.02011173184358,1,2.40111731843575,2.66666666666667
"Genomic Health","Genomic Health","Genomic Health",14,"Genomic Health - Official Site",30,NA,"genomichealth.com/",29,1,2,0,0,5,553,0,0,1,1,992,"FirmSize.LARGE_FIRM",0,42,32,1662448,51951.5,2006,1,1.5,1,4.57142857142857,8
"AccuRay Corporation","AccuRay","AccuRay",7,"Accuray Inc - Official Site",27,NA,"accuray.com/",24,1,1,0,0,5,57,0,1,0,1,988,"FirmSize.LARGE_FIRM",0,190,44,1189721,27039.1136363636,1981,1,1.02105263157895,2,2.67368421052632,4
"Incyte Holdings Corporation","Incyte Holdings","Incyte Holdings",15,"Incyte - Official Site",22,NA,"incyte.com/",23,1,1,0,0,5,655,0,0,1,1,980,"FirmSize.LARGE_FIRM",0,50,23,198247,8619.4347826087,2015,1,2,2,4.26,5
"Power Integrations","Power Integrations","Power Integrations",18,"Power Integrations | Home",25,NA,"power.com/",22,1,2,0,0,5,1026,1,0,0,1,978,"FirmSize.LARGE_FIRM",0,774,30,95303,3176.76666666667,1989,1,1,1,2.10335917312662,3
"PAX Scientific","PAX Scientific","PAX Scientific",14,"PAX Scientific",14,NA,"paxscientific.com/",25,1,2,0,0,5,967,1,0,0,1,974,"FirmSize.LARGE_FIRM",0,43,20,74678,3733.9,1982,1,1.09302325581395,1,1.90697674418605,1
"Matrix Odyssey","Matrix Odyssey","Matrix Odyssey",14,"Matrix Odyssey by Vintersorg on Amazon Music - Amazon.com",57,1,"",51,2,2,0,0,0,812,0,0,1,1,962,"FirmSize.LARGE_FIRM",0,1,NA,NA,NA,2016,1,1,1,2,2
"Thoratec Corporation","Thoratec","Thoratec",8,"Thoratec - Official Site",24,NA,"thoratec.com/",24,1,1,0,0,5,1352,0,0,1,1,954,"FirmSize.LARGE_FIRM",0,158,31,113175,3650.8064516129,1987,1,1.06962025316456,1,3.34394904458599,5
"Oki Data Corporation","Oki Data","Oki Data",8,"OKI Data Americas",17,NA,"oki.com/us/printing/",32,1,2,0,0,5,950,1,0,0,1,950,"FirmSize.LARGE_FIRM",0,1593,54,280996,5203.62962962963,1978,2,1.00439422473321,1,1.52165725047081,3
"Arrowhead Center","Arrowhead Center","Arrowhead Center",16,"Home - Arrowhead Center",23,NA,"arrowheadcenter.nmsu.edu/",32,1,2,0,0,5,144,0,1,1,2,943,"FirmSize.LARGE_FIRM",0,43,21,190811,9086.2380952381,2005,2,1.02325581395349,1,2.53488372093023,3.5
"OFS Fitel","OFS Fitel","OFS Fitel",9,"OFS - Official Site",19,NA,"ofsoptics.com/",26,1,1,0,0,5,942,1,0,0,1,924,"FirmSize.LARGE_FIRM",0,239,65,814044,12523.7538461538,2004,1,1,1,2.45606694560669,2
