firm,lookup_firm,firm_length,name_clnd,name_length,manual_fix,hit_url,hit_url_length,rank,matches,public,acquired_merged,Votes,Group,nano,green,synbio,count_all_ind,max_emps,size_state
Ticona LLC,Ticona,6,Celanese - The chemistry inside innovation,42,1,celanese.com/engineered-materials.aspx,50,1,0,0,0,0,1356,1,0,0,1,7592,FirmSize.LARGE_FIRM
Roche Innovation Center Copenhagen A/S,Roche Innovation Center Copenhagen A/S,38,Roche - Copenhagen,18,1,roche.com/research_and_development/who_we_are_how_we_work/rnd_locations/research_location.htm?id=c98f27ea-a769-48ee-b7ef-4441cf20e267,145,1,3,0,1,0,1090,0,0,1,1,70192,FirmSize.LARGE_FIRM
JFE STEEL CORPORATION,JFE STEEL,9,"JFE Holdings, Inc.JFE Holdings, Inc.",36,1,jfe-steel.co.jp/en/,33,2,1,0,0,0,691,1,1,0,2,51526,FirmSize.LARGE_FIRM
Roche Diabetes Care,Roche Diabetes Care,19,Roche - Diabetes care,21,1,roche.com/partnering/diagnostics-areas-of-interest/diabetes-management.htm,86,1,3,0,0,0,1088,1,0,0,1,70192,FirmSize.LARGE_FIRM
Sierra Sciences,Sierra Sciences,15,Sierra sciences on Curing Aging,31,1,sierrasci.com/?p=home,33,2,2,0,0,0,1197,0,0,1,1,4500,FirmSize.LARGE_FIRM
ExxonMobil Research and Engineering Company,ExxonMobil Research and Engineering Company,43,Research and development | ExxonMobil,37,1,corporate.exxonmobil.com/en/energy/research-and-development,67,1,3,0,0,0,475,1,1,1,3,62362,FirmSize.LARGE_FIRM
Yageo Corporation,Yageo,5,YAGEO,5,1,yageo.com/portal/product/product.jsp,47,1,1,0,0,0,1463,1,0,0,1,20000,FirmSize.LARGE_FIRM
Canon,Canon,5,"Canon U.S.A., Inc.",18,,usa.canon.com/internet/portal/us/home,49,1,1,0,0,0,282,1,0,0,1,100638,FirmSize.LARGE_FIRM
Rockwell Automation Technologies,Rockwell Automation Technologies,32,Site Selection | Rockwell Automation,36,1,rockwellautomation.com/site-selection.html,54,1,2,1,0,0,1092,0,1,0,1,22000,FirmSize.LARGE_FIRM
Hamilton Sundstrand Corporation,Hamilton Sundstrand,19,UTC AerospaceSystems - Official Site,36,1,utcaerospacesystems.com/,32,2,0,0,0,0,599,1,0,0,1,8979,FirmSize.LARGE_FIRM
KT Corporation,KT,14,Kt Corporation - KT - Stock Price Today - Zacks,47,1,corp.kt.com/eng/,40,2,2,1,1,0,712,0,1,0,1,6110,FirmSize.LARGE_FIRM
SK Telecom Co.,SK Telecom Co,13,"Sk Telecom Co., Ltd. - SKM - Stock Price Today - Zacks",54,1,sktelecom.com/index.html,37,2,3,1,0,0,1122,1,0,0,1,8145,FirmSize.LARGE_FIRM
Sandia Corporation,Sandia,6,Sandia Resort and Casino - Official Site,40,1,sandia.gov,28,2,1,0,0,0,1149,1,1,1,3,6600,FirmSize.LARGE_FIRM
Rolls-Royce North American Technologies,Rolls-Royce North American Technologies,39,Rolls-Royce  Powering North America  Rolls-Royce,48,1,rolls-royce.com/country-sites/northamerica.aspx,59,1,3,0,0,0,1099,1,0,0,1,27020,FirmSize.LARGE_FIRM
Toyota Jidosha Kabushiki Kaisha,Toyota Jidosha Kabushiki Kaisha,31,TOYOTA JIDOSHA KABUSHIKI KAISHA TOYOTA MOTOR CORPORATION,56,1,toyota-global.com/,98,1,4,0,0,0,1367,1,1,1,3,0,FirmSize.UNDEFINED
BAE Systems Information and Electronic Systems Integration Inc.,BAE Systems Information and Electronic Systems Integration,58,Electronic Systems | BAE Systems | United States,48,1,baesystems.com/en-us/our-company/inc-businesses/electronic-systems,78,1,4,0,0,0,173,1,0,0,1,20300,FirmSize.LARGE_FIRM
ABB Research Ltd.,ABB Research,12,ABB Corporate Research Center United States,43,1,new.abb.com,102,1,2,0,0,0,6,1,0,0,1,134800,FirmSize.LARGE_FIRM
Intel Corporation,Intel,5,Intel - Official Site,21,1,intel.com/content/us/en/homepage.html,53,1,1,0,0,0,672,1,1,1,3,96350,FirmSize.LARGE_FIRM
TDK Corporation,TDK,3,TDK Corporation - global.tdk.com,32,1,global.tdk.com/corp/en/index.htm,44,1,1,0,0,0,1289,1,1,0,2,93232,FirmSize.LARGE_FIRM
Traex Corporation,Traex,5,Traex Full Size Compartment Racks Product Family,48,,vollrath.com/Traex-Full-Size-Compartment-Racks-1766.htm,62,1,1,0,1,0,1369,1,0,0,1,2,FirmSize.MICRO_FIRM
Accuri Cytometers,Accuri Cytometers,17,BD ACCURI C6 PLUS - overview | BD Biosciences-US,48,1,bdbiosciences.com/us/instruments/research/cell-analyzers/bd-accuri/m/1294932/overview,96,1,1,0,0,0,58,1,0,0,1,10,FirmSize.SMALL_FIRM
SPC International,SPC,3,St. Petersburg College - Official Site,38,1,spc-intl.com,25,2,0,0,0,0,1128,0,1,0,1,12,FirmSize.SMALL_FIRM
MICROSOFT TECHNOLOGY LICENSING,MICROSOFT TECHNOLOGY LICENSING,30,Microsoft Technology Licensing,30,1,microsoft.com/en-us/legal/intellectualproperty/mtl/default.aspx,75,1,3,0,1,0,792,1,1,0,2,24,FirmSize.SMALL_FIRM
NANO CELL SYSTEMS,NANO CELL SYSTEMS,17,Nanolite Systems  Zhang Research Group,38,,nanocellsystems.com,27,3,2,0,0,0,861,1,0,0,1,0,FirmSize.UNDEFINED
BTU International,BTU,3,Bryan Texas Utilities - Official Site,37,1,btutilities.com/,28,2,0,1,0,0,193,0,1,0,1,290,FirmSize.US_MEDIUM_FIRM
Uni-Charm Corporation,Uni-Charm,9,About Us | Unicharm Company Information,39,1,unicharm.co.jp/english/index.html,50,2,2,0,0,0,1398,0,1,0,1,428,FirmSize.US_MEDIUM_FIRM
PDF Solutions,PDF Solutions,13,Free PDF Solutions - PDF Converting Solutions,45,1,pdf.com,32,2,2,0,0,0,968,1,1,0,2,479,FirmSize.US_MEDIUM_FIRM
CAPAT,CAPAT,5,PLUGCAPAT,9,1,,22,1,1,0,0,5,256,0,1,0,1,4,FirmSize.MICRO_FIRM
Aseptia,Aseptia,7,Aseptia - Inc.com,17,1,,35,1,1,0,0,4,146,0,0,1,1,281,FirmSize.US_MEDIUM_FIRM
BOE Technology Group Co.,BOE Technology Group Co,23,BOE Technology Group Co Ltd - Bloomberg.com,43,1,,41,1,4,1,0,4,186,1,1,0,2,0,FirmSize.UNDEFINED
Crepaco,Crepaco,,Home of APV | SPX FLOW,22,1,,31,1,0,0,0,4,351,1,0,0,1,3584,FirmSize.LARGE_FIRM
Abraxis Bioscience,Abraxis Bioscience,18,Celgene - Official Site,23,1,,24,2,0,0,1,2,55,1,0,0,1,2000,FirmSize.LARGE_FIRM
Agrigenetics,Agrigenetics,12,Mycogen Seeds - Official Site,29,1,,20,2,0,0,0,2,82,0,0,1,1,26,FirmSize.SMALL_FIRM
Arch Biosurgery,Arch Biosurgery,15,IMPLANTABLE MESHES FOR CONTROLLING THE MOVEMENT OF FLUIDS ...,61,1,,51,1,0,0,0,2,135,1,0,0,1,0,FirmSize.UNDEFINED
Arisaph Pharmaceuticals,Arisaph Pharmaceuticals,23,"Arisaph Pharmaceuticals, Inc. - Massachusetts ...",49,1,,64,1,2,0,1,2,139,0,0,1,1,8,FirmSize.MICRO_FIRM
Fezza Family Properties,Fezza Family Properties,23,"Fezza Family Properties, L.L.C. in Osprey, FL | Company ...",59,1,,61,1,3,0,0,2,494,0,0,1,1,23,FirmSize.SMALL_FIRM
GR Intellectual Reserve,GR Intellectual Reserve,23,"Gr Intellectual Reserve, LLC - Corporation Wiki",47,1,,68,1,3,0,0,2,535,1,0,0,1,0,FirmSize.UNDEFINED
Intrexon CEU,Intrexon CEU,12,Mammalian cell line models and related methods - Intrexon ...,61,1,,45,1,1,0,0,2,680,0,0,1,1,0,FirmSize.UNDEFINED
Lyotropic Therapeutics,Lyotropic Therapeutics,22,Lyotropic Therapeutics Inc. - Company Profile - BioCentury ...,62,1,,56,1,1,0,0,2,782,0,0,1,1,4,FirmSize.MICRO_FIRM
Molecular Imprints,Molecular Imprints,18,Molecular Imprints Acquired by Canon | UT News | The ...,56,1,,71,1,2,0,1,2,848,1,0,0,1,54,FirmSize.EU_MEDIUM_FIRM
Ojai Retinal Technology,Ojai Retinal Technology,23,"Ojai Retinal Technology, LLC in Ojai, CA | Company Info ...",59,1,,61,1,3,0,0,2,949,0,0,1,1,0,FirmSize.UNDEFINED
QD Vision,QD Vision,9,Samsung Acquires Quantum Dot Tech Company QD Vision,51,1,,63,1,2,0,1,2,1041,1,0,0,1,74,FirmSize.EU_MEDIUM_FIRM
R.P. Scherer Technologies,RP Scherer Technologies,23,RP Scherer Softgel Technology | Catalent,40,1,,66,1,2,0,0,2,1055,1,0,0,1,3,FirmSize.MICRO_FIRM
SCHOTTKY LSI,SCHOTTKY LSI,12,"Schottky LSI, Inc - aaapoe.net",30,1,,70,1,2,0,0,2,1111,0,1,0,1,490,FirmSize.US_MEDIUM_FIRM
Semiconductor Components Industries,Semiconductor Components Industries,35,ON Semiconductor - Official Site,32,1,,22,2,1,0,0,2,1169,1,0,0,1,0,FirmSize.UNDEFINED
Solexa,Solexa,6,"Celexa Uses, Dosage & Side Effects - Drugs.com",46,1,,33,1,0,0,1,2,1233,1,1,0,2,15,FirmSize.SMALL_FIRM
BROOKLYN QUANTUM WORKS,BROOKLYN QUANTUM WORKS,22,"BROOKLYN QUANTUM WORKS, Patent Owner, DENVER, CO",48,1,,74,1,3,0,0,2,191,1,0,0,1,44671,FirmSize.LARGE_FIRM
Cetus Corporation,Cetus,5,Homepage - Cetus3D,18,1,,24,2,1,0,0,2,306,0,1,0,1,54,FirmSize.EU_MEDIUM_FIRM
GREENFIELD MASTER IPCO LIMITED,GREENFIELD MASTER IPCO LIMITED,30,Geothermal energy system and method of operation ...,52,1,,45,1,0,0,0,2,536,0,1,0,1,0,FirmSize.UNDEFINED
GREENHILL ANTIBALLISTICS CORPORATION,GREENHILL ANTIBALLISTICS,24,Greenhill & Co. - Official Site,31,1,,26,2,1,0,1,2,537,1,0,0,1,0,FirmSize.UNDEFINED
Garrity Power Services LLC,Garrity Power Services,22,Smart grid power converter - Garrity Power Services LLC,55,1,,77,1,3,0,0,2,545,1,0,0,1,5,FirmSize.MICRO_FIRM
INTEL IP CORPORATION,INTEL IP,8,ipintel.io - IP Intelligence,28,1,,19,2,2,0,0,2,640,1,0,0,1,12,FirmSize.SMALL_FIRM
JSI Equipment Solutions LLC,JSI Equipment Solutions,23,"Jsi Equipment Solutions LLC in Boulder, CO | Company Info ...",61,1,,61,1,3,0,0,2,694,0,1,0,1,13,FirmSize.SMALL_FIRM
Triune IP LLC,Triune IP,9,"Triune Ip, LLC in Plano, TX - (972) 231-1606 - Company Profile",62,1,,60,1,2,0,0,2,1376,0,1,0,1,5,FirmSize.MICRO_FIRM
WELL Shield LLC,WELL Shield,11,The Well | Agents of S.H.I.E.L.D. Wiki | FANDOM powered by ...,62,1,,45,1,1,0,0,2,1437,1,0,0,1,1671,FirmSize.LARGE_FIRM
API Intellectual Property Holdings,API Intellectual Property Holdings,34,Patent Licensing | Patent Enforcement | Patent Broker,53,1,,27,10,0,1,0,1,28,1,1,0,2,0,FirmSize.UNDEFINED
APPLIED SUNSHINE,APPLIED SUNSHINE,16,Applied Sunshine | Solar System Installers | United States,58,1,,67,1,2,0,0,1,31,0,1,0,1,0,FirmSize.UNDEFINED
Advanced Fusion Technologies,Advanced Fusion Technologies,28,ATI Decorative Laminates | Design Beyond the Surface,52,1,,24,10,0,0,0,1,72,1,0,0,1,2,FirmSize.MICRO_FIRM
CYKL Technology,CYKL Technology,15,"CYKL TECHNOLOGY, INC. / Kelly Deanna B",38,1,,72,1,2,0,0,1,273,1,0,0,1,14,FirmSize.SMALL_FIRM
Diamicron,Diamicron,9,DIAMICRON 60 MG MR TABLETS | Drugs.com,38,1,,64,1,1,0,0,1,398,0,0,1,1,30,FirmSize.SMALL_FIRM
Digital Wind Systems,Digital Wind Systems,20,Digital Wind Farm & Digital Wind Systems - ge.com,49,1,,75,1,3,0,1,1,400,0,1,0,1,0,FirmSize.UNDEFINED
FHT,FHT,3,"Florida Hospital Tampa | Hospital in Tampa, FL near St ...",58,1,,37,1,0,0,0,1,478,0,1,0,1,3,FirmSize.MICRO_FIRM
III HOLDINGS 1,III HOLDINGS 1,14,"III HOLDINGS 1, LLC, Patent Owner, WILMINGTON, DE",49,1,,69,1,3,0,0,1,634,1,0,0,1,4,FirmSize.MICRO_FIRM
Industrial Origami,Industrial Origami,18,Industrial Origami | Crunchbase,31,1,,58,1,2,0,0,1,656,0,1,0,1,16,FirmSize.SMALL_FIRM
LG Bionano,LG Bionano,10,LG BIONANO PTE. LTD. - Singapore Business Directory,51,1,,54,1,2,0,0,1,746,1,0,0,1,0,FirmSize.UNDEFINED
Ormet Circuits,Ormet Circuits,14,"Semiconductors - Expertise | Merck KGaA, Darmstadt, Germany",59,1,,57,1,0,0,0,1,960,1,0,0,1,15,FirmSize.SMALL_FIRM
Panasonic Intellectual Property Management Co.,Panasonic Intellectual Property Management Co,45,"Panasonic Intellectual Property Management Co., Ltd.",52,1,,52,1,5,0,0,1,984,1,1,0,2,0,FirmSize.UNDEFINED
Plasma Tech Holdings,Plasma Tech Holdings,20,"PLASMA TECH HOLDINGS, LLC, Patent Owner, BEDFORD, NH",52,1,,76,1,3,0,0,1,1017,0,1,0,1,1145,FirmSize.LARGE_FIRM
Precision Custom Coatings,Precision Custom Coatings,25,Precision Custom Coatings LLC: Private ... - Bloomberg L.P.,59,1,,78,1,3,0,0,1,1029,1,0,0,1,19,FirmSize.SMALL_FIRM
Rillito Rive Solar,Rillito Rive Solar,18,"Rillito River Solar, LLC in Tucson, AZ | Company Info ...",57,1,,57,1,3,0,0,1,1083,0,1,0,1,23,FirmSize.SMALL_FIRM
Ruse Technologies,Ruse Technologies,17,"RUSE TECHNOLOGIES, LLC, Patent Owner, ATLANTA, GA",49,1,,72,1,2,0,0,1,1102,0,1,0,1,14,FirmSize.SMALL_FIRM
SDCmaterials,SDCmaterials,12,"SDC Materials,Inc. | Crunchbase",31,1,,57,1,0,0,0,1,1113,1,0,0,1,13,FirmSize.SMALL_FIRM
SeQual Technologies,SeQual Technologies,19,SeQual Technologies - About the Company,39,,,71,1,2,0,0,1,1161,0,0,1,1,40,FirmSize.SMALL_FIRM
Truckee Applied Genomics,Truckee Applied Genomics,24,"Truckee Applied Genomics LLC in Reno, NV | Company Info ...",59,1,,62,1,3,0,0,1,1377,0,0,1,1,17843,FirmSize.LARGE_FIRM
V35A Enterprises,V35A Enterprises,16,"V35A Enterprises, LLC, Patent Owner, FAIRFAX, IA, US",52,1,,71,1,2,0,0,1,1407,0,1,0,1,0,FirmSize.UNDEFINED
Vindico NanoBioTechnology,Vindico NanoBioTechnology,25,Welcome to Vindicoat,20,1,,25,10,1,0,0,1,1426,1,0,1,2,2,FirmSize.MICRO_FIRM
Western Digital (Fremont),Western Digital (Fremont),25,"Western Digital - Electronics - 44200 Osgood Rd, Fremont ...",60,1,,50,1,3,0,0,1,1448,1,0,0,1,9,FirmSize.MICRO_FIRM
Western Digital Technologies,Western Digital Technologies,28,Splash Region | Western Digital (WD),36,1,,54,1,2,0,0,1,1449,1,0,0,1,0,FirmSize.UNDEFINED
Atomic Energy Council-Institute of Nuclear Energy Research,Atomic Energy Council-Institute of Nuclear Energy Research,58,Institute of Nuclear Energy Research (INER) - Taiwan ...,56,1,,49,1,6,0,0,1,152,0,1,0,1,8,FirmSize.MICRO_FIRM
BLANC VINEYARDS L.L.C.,BLANC VINEYARDS LLC,19,"Blanc Vineyards LLC in Delano, CA - (661) 725-2576 ...",54,1,,65,1,3,0,0,1,185,1,0,0,1,2,FirmSize.MICRO_FIRM
BOLTIER R&D,BOLTIER R&D,11,Bollinger R.D. 2004,19,1,,78,1,2,0,0,1,187,0,1,0,1,6387,FirmSize.LARGE_FIRM
Cadtrak Corporation,Cadtrak,7,CadTrak Dispatch,16,1,,28,5,1,0,0,1,276,0,0,1,1,0,FirmSize.UNDEFINED
Callahan Cellular L.L.C.,Callahan Cellular LLC,21,Callahan Cellular LLC - RPX Insight,35,1,,60,1,3,0,0,1,279,1,0,0,1,30,FirmSize.SMALL_FIRM
Hewlett-Packard Indigo B.V.,Hewlett-Packard Indigo BV,25,Hewlett-Packard Indigo B.V.: Private Company Information ...,60,1,,78,1,3,0,0,1,612,1,0,0,1,0,FirmSize.UNDEFINED
LORDO AMERICA,LORDO AMERICA,13,Lordo America Receives 2014 AHR Expo Innovation Award ...,57,,,56,1,2,0,0,1,752,1,0,0,1,3371,FirmSize.LARGE_FIRM
Nano Technics Company Ltd,Nano Technics Company,21,Nano Technics Co Ltd: Company Profile - Bloomberg,49,1,,74,1,3,0,0,1,877,1,0,0,1,2,FirmSize.MICRO_FIRM
VivaLnk Limited (Cayman Islands),VivaLnk Limited (Cayman Islands),32,Stretchable electronic patch having a foldable circuit ...,58,1,,45,1,0,0,0,1,1428,1,0,0,1,0,FirmSize.UNDEFINED
WADHAM ENERGY LP,WADHAM ENERGY LP,16,Wadham Facility | Enpower Corp.,31,1,,54,1,1,0,0,1,1434,1,0,0,1,19,FirmSize.SMALL_FIRM
Xenogenic Development Limited Liability Company,Xenogenic Development Limited Liability Company,47,XENOGENIC DEVELOPMENT LIMITED LIABILITY COMPANY ...,51,1,,49,1,5,0,0,1,1459,1,0,0,1,0,FirmSize.UNDEFINED
eSionic Corp.,eSionic Corp,12,Home - EpiSonica,16,1,,25,9,0,1,2,1,1481,1,0,0,1,2,FirmSize.MICRO_FIRM
540 Grid Solutions,540 Grid Solutions,18,540 Grid Solutions LLC Company Profile | Key Contacts ...,57,1,,106,1,3,0,0,0,2,0,1,0,1,18,FirmSize.SMALL_FIRM
ALF OPERATING PARTNERS,ALF OPERATING PARTNERS,22,"Alf Operating Partners, Ltd. - Company Profile",46,1,,85,1,3,0,0,0,22,0,1,0,1,14,FirmSize.SMALL_FIRM
AMO Wavefront Sciences,AMO Wavefront Sciences,22,"AMO WaveFront Sciences, LLC: Private Company Information ...",60,1,,81,1,3,0,0,0,26,1,0,0,1,777,FirmSize.LARGE_FIRM
Aadigen,Aadigen,7,"Aadigen, LLC in Pacific Palisades CA - Company Profile",54,1,,87,1,1,1,0,0,48,1,0,0,1,0,FirmSize.UNDEFINED
Advanced Cardiovascular Systems,Advanced Cardiovascular Systems,31,"Abbott Cardiovascular Systems, Inc.: Private Company ...",56,1,,78,1,2,0,1,0,70,1,0,0,1,2,FirmSize.MICRO_FIRM
Advanced Technology Materials,Advanced Technology Materials,29,"Advanced Technology Materials, Inc.: Private Company ...",56,1,,81,1,3,0,0,0,74,1,0,0,1,182,FirmSize.EU_MEDIUM_FIRM
Amazon Technologies,Amazon Technologies,19,"Amazon Technologies, Inc.: Private Company Information ...",58,1,,81,1,2,0,0,0,102,1,0,1,2,0,FirmSize.UNDEFINED
Anterios,Anterios,8,Allergan Acquires Medical Dermatology and Aesthetic ...,55,1,,101,1,0,0,1,0,126,1,0,0,1,4,FirmSize.MICRO_FIRM
Applied NanoStructured Solutions,Applied NanoStructured Solutions,32,Applied NanoStructured Solutions - Carbon Fiber Research,56,1,,87,2,3,0,0,0,132,1,0,0,1,295,FirmSize.US_MEDIUM_FIRM
Avello Bioenery,Avello Bioenery,15,Avello Bioenergy: Biofuels Digests 2015 5-Minute Guide,54,1,,103,1,1,0,0,0,166,0,1,0,1,2,FirmSize.MICRO_FIRM
AxioMx,AxioMx,6,Abcam acquires AxioMx to access new growth opportu ...,54,1,,58,1,1,0,1,0,171,0,0,1,1,0,FirmSize.UNDEFINED
BHA Technologies,BHA Technologies,16,"BHA Technologies, Inc.: Private Company Information ...",55,1,,80,1,2,0,0,0,183,1,0,0,1,10,FirmSize.SMALL_FIRM
BIND Therapeutics,BIND Therapeutics,17,BIND Therapeutics Determines Pfizer Substantially All of ...,60,1,,114,1,2,0,0,0,184,1,0,0,1,10,FirmSize.SMALL_FIRM
Bechtel Hydrocarbon Technology Solutions,Bechtel Hydrocarbon Technology Solutions,40,Hydrocarbon Technology Solutions - BHTS - Bechtel,49,1,,56,1,4,0,0,0,206,1,0,0,1,0,FirmSize.UNDEFINED
Beijing BOE Display Technology Co.,Beijing BOE Display Technology Co,33,"Beijing BOE Display Technology Co., Ltd.: Private Company ...",61,1,,82,1,5,0,0,0,208,1,0,0,1,10,FirmSize.SMALL_FIRM
Biozoom Technologies,Biozoom Technologies,20,"Biozoom Technologies, Inc: CEO and Executives - Bloomberg",57,1,,80,1,2,0,0,0,228,1,0,0,1,0,FirmSize.UNDEFINED
CA,CA,2,California State Lottery - Official Site,40,1,,25,3,1,0,0,0,254,0,0,1,1,0,FirmSize.UNDEFINED
CPT IP Holdings,CPT IP Holdings,15,"CPT Holdings, Inc.: Private Company Information - Bloomberg",59,1,,79,1,2,0,0,0,269,1,0,1,2,13,FirmSize.SMALL_FIRM
California Industrial Facilities Resources,California Industrial Facilities Resources,42,"California Industrial Facilities Resources, Inc.: Private ...",61,1,,81,2,4,0,0,0,278,0,1,0,1,40,FirmSize.SMALL_FIRM
Cardiac Pacemakers,Cardiac Pacemakers,18,Pacemakers as a Treatment for Abnormal Heart Rhythms,52,1,,83,3,1,0,0,0,287,0,0,1,1,2,FirmSize.MICRO_FIRM
Cheil Industries,Cheil Industries,16,Cheil Industries Inc.: Private Company Information - Bloomberg,62,1,,79,2,2,0,1,0,307,1,1,0,2,103,FirmSize.EU_MEDIUM_FIRM
Component Re-Engineering Company,Component Re-Engineering Company,32,Component Re-Engineering Co. Inc.: Private Company ...,54,1,,82,1,4,0,0,0,333,1,0,0,1,15,FirmSize.SMALL_FIRM
DCG SYSTEMS,DCG SYSTEMS,11,"DCG Systems, Inc.: Private Company Information - Bloomberg",58,1,,81,2,2,0,0,0,366,1,0,0,1,105,FirmSize.EU_MEDIUM_FIRM
DPD,DPD,3,DPD Tracking,12,1,,28,2,1,0,0,0,374,1,0,0,1,4,FirmSize.MICRO_FIRM
Deep Well Power,Deep Well Power,15,Deep Well Power LLC: Private Company Information - Bloomberg,60,1,,82,1,3,0,0,0,386,0,1,0,1,164,FirmSize.EU_MEDIUM_FIRM
Dogwood Pharmaceuticals,Dogwood Pharmaceuticals,23,"Dogwood Pharmaceuticals, Inc.: Private Company Information ...",62,1,,82,1,2,0,0,0,403,0,0,1,1,3,FirmSize.MICRO_FIRM
Dongbu Hitek Co.,Dongbu Hitek Co,15,"DB HiTek Co., Ltd. Company Profile | Key Contacts ...",53,1,,103,1,2,0,1,0,406,1,0,0,1,4,FirmSize.MICRO_FIRM
ENERGY ENGINEERING SYSTEMS,ENERGY ENGINEERING SYSTEMS,26,Energy Engineer Salary | PayScale,33,1,,63,2,1,0,0,0,425,0,1,0,1,2,FirmSize.MICRO_FIRM
Elcriton,Elcriton,8,Elcriton Inc. | United States Startup - gust.com,48,1,,40,3,1,0,0,0,442,0,0,1,1,4,FirmSize.MICRO_FIRM
Facebook,Facebook,8,Facebook Inc. - The New York Times,34,1,,50,5,1,0,0,0,486,1,0,0,1,0,FirmSize.UNDEFINED
GEOTHERMAL ENERGY PROJECT,GEOTHERMAL ENERGY PROJECT,25,"Geothermal power plant, renewable energy - Eden Project ...",59,1,,92,2,3,0,0,0,524,0,1,0,1,14,FirmSize.SMALL_FIRM
GM Global Technology Operations,GM Global Technology Operations,31,GM Global Technology Operations LLC: Company Profile ...,56,1,,92,1,4,0,0,0,529,1,0,1,2,0,FirmSize.UNDEFINED
Genia Technologies,Genia Technologies,18,"Genia Technologies, Inc.: Private Company Information ...",57,1,,82,1,2,0,0,0,550,1,0,0,1,0,FirmSize.UNDEFINED
GeoSynFuels,GeoSynFuels,11,"GeoSynFuels, LLC: Private Company Information - Bloomberg",57,1,,81,2,1,0,0,0,555,0,1,0,1,3,FirmSize.MICRO_FIRM
Gilead Biologics,Gilead Biologics,16,"Oceanside, CA | Gilead",22,1,,89,1,1,0,0,0,559,0,0,1,1,4,FirmSize.MICRO_FIRM
Haier US Appliance Solutions,Haier US Appliance Solutions,28,"Haier US Appliance Solutions, Inc.: Private Company ...",55,1,,80,1,4,0,0,0,597,1,0,0,1,230,FirmSize.EU_MEDIUM_FIRM
Handylab,Handylab,8,Ann Arbor's HandyLab acquired by medical device firm in ...,59,1,,99,1,1,0,1,0,601,0,0,1,1,10,FirmSize.SMALL_FIRM
IBC Pharmaceuticals,IBC Pharmaceuticals,19,"IBC Pharmaceuticals, L.L.C.: Private Company Information ...",60,1,,80,1,2,0,0,0,629,1,0,1,2,69,FirmSize.EU_MEDIUM_FIRM
Immunopath Profile,Immunopath Profile,18,"Immunopath Profile, LLC - Company Profile",41,1,,84,1,2,0,0,0,649,0,0,1,1,1,FirmSize.MICRO_FIRM
Industrial Solar Heating Systems,Industrial Solar Heating Systems,32,Commercial Solar Water Heating Systems,38,1,,55,1,3,0,0,0,658,0,1,0,1,5,FirmSize.MICRO_FIRM
Innovalight,Innovalight,11,"Innovalight: Successful Solar Startup, Troubling Exit ...",57,1,,96,1,1,0,0,0,664,1,0,0,1,15,FirmSize.SMALL_FIRM
Joule Unlimited Technologies,Joule Unlimited Technologies,28,"Joule Unlimited, Inc.: Private Company Information - Bloomberg",62,1,,81,3,2,0,0,0,703,0,0,1,1,20,FirmSize.SMALL_FIRM
KAI Pharmaceuticals,KAI Pharmaceuticals,19,"KAI Pharmaceuticals, Inc.: Private Company Information ...",58,1,,80,1,2,0,0,0,705,0,0,1,1,4,FirmSize.MICRO_FIRM
LAVA ENERGY SYSTEMS,LAVA ENERGY SYSTEMS,19,"Lava Energy Systems - Ogden , UT - Business Page",48,1,,80,1,3,0,0,0,745,0,1,0,1,28,FirmSize.SMALL_FIRM
Ma-West,Ma-West,7,Mae West - IMDb,15,1,,36,2,2,0,0,0,796,1,0,0,1,8,FirmSize.MICRO_FIRM
Mallinckrodt,Mallinckrodt,12,Search for Jobs - mallinckrodt.wd5.myworkdayjobs.com,52,1,,69,2,1,0,0,0,803,1,0,0,1,0,FirmSize.UNDEFINED
Matrix Odyssey,Matrix Odyssey,14,Matrix Odyssey by Vintersorg on Amazon Music - Amazon.com,57,1,,51,2,2,0,0,0,812,0,0,1,1,962,FirmSize.LARGE_FIRM
Medtronic Vascular,Medtronic Vascular,18,Cardiovascular Products - Healthcare Professionals | Medtronic,62,1,,84,1,2,0,0,0,822,1,0,0,1,0,FirmSize.UNDEFINED
Nant Holdings IP,Nant Holdings IP,16,"Nant Holdings Ip, LLC in Los Angeles CA - Company Profile",57,1,,89,1,3,0,0,0,894,0,0,1,1,80,FirmSize.EU_MEDIUM_FIRM
Ovonic Battery Company,Ovonic Battery Company,22,Ovonic Battery Company Inc.: Private Company Information ...,60,1,,80,2,3,0,0,0,964,0,1,0,1,34,FirmSize.SMALL_FIRM
Planet ATE,Planet ATE,10,Planet ATE LLC: Private Company Information - Bloomberg,55,1,,80,1,2,0,0,0,1015,1,1,0,2,6,FirmSize.MICRO_FIRM
QUSWAMI,QUSWAMI,7,"Quswami, Inc. in San Francisco CA - Company Profile",51,1,,82,1,1,1,0,0,1044,1,0,0,1,0,FirmSize.UNDEFINED
